id_tmdb,title,original_language,adult,video,genres,status,runtime,belongs_to_collection,budget,revenue
348350,Solo: A Star Wars Story,en,False,False,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",Released,135,,250000000,392952373
10674,Mulan,en,False,False,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",Released,88,"{'id': 87236, 'name': 'Mulan Collection', 'poster_path': '/6Kjizag3KnUNDaBkN9LZKfnlBxY.jpg', 'backdrop_path': '/1KkIBhX5MTwVoNJzD0JMv059Ck0.jpg'}",90000000,304320254
408,Snow White and the Seven Dwarfs,en,False,False,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",Released,83,,1488423,184925486
1093237,Hurry Up Tomorrow,en,False,False,"[{'id': 53, 'name': 'Thriller'}, {'id': 10402, 'name': 'Music'}]",Released,106,,15000000,5862381
585083,Hotel Transylvania: Transformania,en,False,False,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",Released,92,"{'id': 185103, 'name': 'Hotel Transylvania Collection', 'poster_path': '/uhwRuPmDFoiuBxOAU3bJxu6os6i.jpg', 'backdrop_path': '/5MJt6g7k9gADQH4xHn5mOEMa3Vr.jpg'}",75000000,18500000
78,Blade Runner,en,False,False,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",Released,118,"{'id': 422837, 'name': 'Blade Runner Collection', 'poster_path': '/qTcATCpiFDcgY8snQIfS2j0bFP7.jpg', 'backdrop_path': '/1xoxtLJ9yAClXFgt9nQRAUb3WJ.jpg'}",28000000,41722424
68726,Pacific Rim,en,False,False,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",Released,131,"{'id': 363369, 'name': 'Pacific Rim Collection', 'poster_path': '/fmM3CboncxaslL2KMm4bl5oF7JE.jpg', 'backdrop_path': '/zg60Lc8JJm7j2lAlTtm0jvK6nZO.jpg'}",180000000,411000000
1255788,Le Jardinier,fr,False,False,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",Released,110,,10000000,4772
625976,火口のふたり,ja,False,False,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Released,115,,0,0
882569,Guy Ritchie's The Covenant,en,False,False,"[{'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",Released,123,,55000000,21948551
1412113,오징어 게임: 시즌2 제작 이야기,ko,False,False,"[{'id': 99, 'name': 'Documentary'}]",Released,28,,0,0
1333100,劇場版「進撃の巨人」完結編 THE LAST ATTACK,ja,False,False,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",Released,145,"{'id': 383987, 'name': 'Attack on Titan: Animation Collection', 'poster_path': '/50rRT2Kf8NQ1zeD2y5KTQDEp8FX.jpg', 'backdrop_path': '/f8ruHHptnKb45zMQN5bAKgbSLyw.jpg'}",0,19791639
753342,Napoleon,en,False,False,"[{'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}, {'id': 10749, 'name': 'Romance'}]",Released,158,,165000000,220597098
529203,The Croods: A New Age,en,False,False,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",Released,95,"{'id': 464577, 'name': 'The Croods Collection', 'poster_path': '/56Dkztdng1HL4T3RHTt1zm3gFmE.jpg', 'backdrop_path': '/8MjzBahFKCuQbwytpPPds7qboQa.jpg'}",65000000,215905815
646385,Scream,en,False,False,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",Released,114,"{'id': 2602, 'name': 'Scream Collection', 'poster_path': '/p3EjClFy20jjT0u06dzBs4lvvhi.jpg', 'backdrop_path': '/fG6GzZAwtsW3v2mhB4EyQLMRjUV.jpg'}",24000000,137743924
141,Donnie Darko,en,False,False,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",Released,114,"{'id': 178106, 'name': 'Darko Collection', 'poster_path': '/dfI9ru1MF23MiO2OQ7oo1g6odgM.jpg', 'backdrop_path': '/hja7IzXp6how8eD1WHriI386TGY.jpg'}",4500000,7500000
350,The Devil Wears Prada,en,False,False,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",Released,109,"{'id': 1314623, 'name': 'The Devil Wears Prada Collection', 'poster_path': '/rxzd0UeVgErb4r736NdxbCMdvlV.jpg', 'backdrop_path': '/mtefhDkoYsJ8NtguqAdQBh2e91i.jpg'}",35000000,326706115
341013,Atomic Blonde,en,False,False,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",Released,115,,30000000,100014025
285,Pirates of the Caribbean: At World's End,en,False,False,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",Released,169,"{'id': 295, 'name': 'Pirates of the Caribbean Collection', 'poster_path': '/4KUJ38SsViJTsUmTRvXxerBNwAv.jpg', 'backdrop_path': '/wxgD3fB5lQ2sGJLog0rvXW049Pf.jpg'}",300000000,961691209
10867,Malèna,it,False,False,"[{'id': 18, 'name': 'Drama'}]",Released,109,,0,14493284
549590,동네사람들,ko,False,False,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",Released,99,,0,3388675
1147710,하이재킹,ko,False,False,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",Released,100,,0,14602614
1304594,Una Pequeña Confusión,es,False,False,"[{'id': 35, 'name': 'Comedy'}]",Released,107,,0,0
1062276,Dark Match,en,False,False,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}]",Released,94,,0,0
629542,The Bad Guys,en,False,False,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}]",Released,100,"{'id': 1231053, 'name': 'The Bad Guys Collection', 'poster_path': '/oVgEMlI8kPVt6vF5HLEqSf9nbmG.jpg', 'backdrop_path': '/A0VR7xcg6MZSXd8kCzQE3VoB86D.jpg'}",80000000,250162278
377,A Nightmare on Elm Street,en,False,False,"[{'id': 27, 'name': 'Horror'}]",Released,91,"{'id': 8581, 'name': 'A Nightmare on Elm Street Collection', 'poster_path': '/6ihRddI1Pg4wHFhkZwI9mERRrMd.jpg', 'backdrop_path': '/7UcPLgNneoemYmZcyUo5r3nwBbE.jpg'}",1800000,57004513
581528,악인전,ko,False,False,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",Released,110,,6500000,25775371
974950,Emilia Pérez,fr,False,False,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",Released,132,,26000000,16302703
98566,Teenage Mutant Ninja Turtles,en,False,False,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",Released,101,"{'id': 401562, 'name': 'Teenage Mutant Ninja Turtles (Remake) Collection', 'poster_path': '/i3DywIl37k83YXWreQGIcWNF7kL.jpg', 'backdrop_path': '/uzCsSNd3ImvH7Q6DIHAYrG0Q11Q.jpg'}",125000000,485004754
524,Casino,en,False,False,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",Released,179,,50000000,116112375
1111867,شعلوں میں,ur,False,False,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",Released,98,,0,0
976573,Elemental,en,False,False,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",Released,102,,200000000,496444308
1232449,Young Hearts,nl,False,False,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Released,99,,0,2160
21542,Love Don't Co$t a Thing,en,False,False,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",Released,100,,0,21964072
950784,烈火の炎 FINAL BURNING,ja,False,False,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}]",Released,32,,0,0
1249385,Ghost Game,en,False,False,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",Released,86,,0,0
1055451,Founders Day,en,False,False,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}]",Released,107,,0,0
6977,No Country for Old Men,en,False,False,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",Released,122,,25000000,171627166
365177,Borderlands,en,False,False,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}]",Released,101,,115000000,32978510
587727,가슴 큰 여자친구,ko,False,False,"[{'id': 10749, 'name': 'Romance'}]",Released,71,,0,0
1407861,The Bayou,en,False,False,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}]",Released,87,,0,0
2109,Rush Hour,en,False,False,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",Released,97,"{'id': 90863, 'name': 'Rush Hour Collection', 'poster_path': '/pEvK2AoBnhC1RgqB7VRbBCMDq23.jpg', 'backdrop_path': '/Atik4QqBg8IrTPiCzaj9AcI9p1i.jpg'}",33000000,244721064
423204,Angel Has Fallen,en,False,False,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",Released,122,"{'id': 386534, 'name': 'Has Fallen Collection', 'poster_path': '/kSHvhQ6RpmNgEfYEUqmPHEZbwxz.jpg', 'backdrop_path': '/kLGF2qFYVuETxMtHZJgaSGmXK1c.jpg'}",40000000,146661977
140300,Kung Fu Panda 3,en,False,False,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",Released,95,"{'id': 77816, 'name': 'Kung Fu Panda Collection', 'poster_path': '/xoYc0RYKSc3xC4S9OpPZxKocKtj.jpg', 'backdrop_path': '/2nbtv33hEk2CTnuMhTGZgsFdi3K.jpg'}",145000000,521170825
49013,Cars 2,en,False,False,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",Released,106,"{'id': 87118, 'name': 'Cars Collection', 'poster_path': '/uq3N2SFj1Y06zA6LzCQPkmBdaaE.jpg', 'backdrop_path': '/5Y4nBvDDcBZmvuwxDYR3pvlm9aS.jpg'}",200000000,559852396
37135,Tarzan,en,False,False,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}]",Released,88,"{'id': 106768, 'name': 'Tarzan (Animation) Collection', 'poster_path': '/u8KeFKJma0ZbuaOlBUuMOCPN3u8.jpg', 'backdrop_path': '/niNBthrQBTWZJFshrqjqD4bqLtI.jpg'}",130000000,448200000
49519,The Croods,en,False,False,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]",Released,98,"{'id': 464577, 'name': 'The Croods Collection', 'poster_path': '/56Dkztdng1HL4T3RHTt1zm3gFmE.jpg', 'backdrop_path': '/8MjzBahFKCuQbwytpPPds7qboQa.jpg'}",135000000,587204668
882598,Smile,en,False,False,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",Released,115,"{'id': 1100788, 'name': 'Smile Collection', 'poster_path': '/nWiM6F3n2t9HYZfa2ZgVKijCPBY.jpg', 'backdrop_path': '/fKhwWPMFuUbbMBD7mgZMbHKa6aw.jpg'}",17000000,217408513
126889,Alien: Covenant,en,False,False,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",Released,122,"{'id': 135416, 'name': 'Prometheus Collection', 'poster_path': '/ormwCxyrBJGQmuMfE6diUnZV12R.jpg', 'backdrop_path': '/cK83Pq8SJoeSTnLJucr8IWn35KF.jpg'}",97000000,240891763
214756,Ted 2,en,False,False,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",Released,115,"{'id': 266672, 'name': 'Ted Collection', 'poster_path': '/byyIOLolJek05l4d1QAmLwtuyDO.jpg', 'backdrop_path': '/dGrNuWhapf8T0WH98xTC4LXgk1G.jpg'}",68000000,215863606
947891,My Old Ass,en,False,False,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",Released,89,,3000000,5705895
1147400,"Miraculous World : Paris, Les Aventures de Toxinelle et Griffe Noire",fr,False,False,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",Released,48,"{'id': 822306, 'name': 'Miraculous World', 'poster_path': '/jaQiXB7ZCiW8zUCnuZ7sf73yX4Z.jpg', 'backdrop_path': '/fL266xNoCgTa4rGHzfRdLHpQnJ1.jpg'}",0,0
915935,Anatomie d'une chute,fr,False,False,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}]",Released,151,,6700000,35634133
1579,Apocalypto,en,False,False,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",Released,139,,40000000,120654337
812,Aladdin,en,False,False,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",Released,92,"{'id': 86027, 'name': 'Aladdin Collection', 'poster_path': '/fDyauH6Yc8IA5gtfq3IWHDwOve8.jpg', 'backdrop_path': '/kUHyN9PzQ59e2n3CwqMG99yxBvh.jpg'}",28000000,504050219
524434,Eternals,en,False,False,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",Released,156,,200000000,402064899
920,Cars,en,False,False,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",Released,117,"{'id': 87118, 'name': 'Cars Collection', 'poster_path': '/uq3N2SFj1Y06zA6LzCQPkmBdaaE.jpg', 'backdrop_path': '/5Y4nBvDDcBZmvuwxDYR3pvlm9aS.jpg'}",120000000,461983149
895956,El fred que crema,ca,False,False,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",Released,117,,1200000,100772
851644,20세기 소녀,ko,False,False,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",Released,119,,119,0
979275,Mob Land,en,False,False,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",Released,111,,0,0
8363,Superbad,en,False,False,"[{'id': 35, 'name': 'Comedy'}]",Released,113,,20000000,170800000
1357459,Tatsulok,tl,False,False,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Released,61,,0,0
624860,The Matrix Resurrections,en,False,False,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",Released,147,"{'id': 2344, 'name': 'The Matrix Collection', 'poster_path': '/bV9qTVHTVf0gkW0j7p7M0ILD4pG.jpg', 'backdrop_path': '/bRm2DEgUiYciDw3myHuYFInD7la.jpg'}",190000000,156497322
436270,Black Adam,en,False,False,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",Released,125,,200000000,393452111
1022787,Elio,en,False,False,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]",Post Production,99,,300000000,0
1607,A Bronx Tale,en,False,False,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",Released,121,,22000000,17287898
11688,The Emperor's New Groove,en,False,False,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",Released,78,"{'id': 178117, 'name': ""The Emperor's New Groove Collection"", 'poster_path': '/c5xqFlKELZOlO7LbgdlbBBKnkny.jpg', 'backdrop_path': '/2nMRUdYxR2yBAzImsNGkn2j8nUy.jpg'}",100000000,169327687
449443,Den of Thieves,en,False,False,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",Released,140,"{'id': 933989, 'name': 'Den of Thieves Collection', 'poster_path': '/fjSGBXMLhXlZOOlmgzOHkOBEYRO.jpg', 'backdrop_path': '/oCjCDF4LoBK0YtFhBEPpjE8FdcT.jpg'}",30000000,80509622
1051896,Arcadian,en,False,False,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",Released,92,,0,1134275
49521,Man of Steel,en,False,False,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",Released,143,"{'id': 209131, 'name': 'Man of Steel Collection', 'poster_path': '/rNnIW6xSPeTiIUtsfEhFeIRiJVv.jpg', 'backdrop_path': '/rPaqhsSMCky0UXVW4qmNOJq5Orp.jpg'}",225000000,668045518
1135869,Kelas Bintang - Salome,ho,False,False,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Released,59,,0,0
9487,A Bug's Life,en,False,False,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",Released,95,,80000000,363258859
561,Constantine,en,False,False,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}]",Released,121,"{'id': 1025281, 'name': 'Constantine Collection', 'poster_path': '/wfV9uKdkbEguX5XfNZ80G6jeb4z.jpg', 'backdrop_path': '/44TlYuWbWBpRY3i0Ch7MJtLv4Yd.jpg'}",100000000,230900000
50546,Just Go with It,en,False,False,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",Released,117,,80000000,214945591
615777,Babylon,en,False,False,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",Released,189,,78000000,65267446
297,Meet Joe Black,en,False,False,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Released,178,,90000000,142940100
131631,The Hunger Games: Mockingjay - Part 1,en,False,False,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",Released,123,"{'id': 131635, 'name': 'The Hunger Games Collection', 'poster_path': '/fPer2U4uQT1dkXTUWODDaLECWoW.jpg', 'backdrop_path': '/Ipp7cegtub4t0mu7xaKLQkYoGc.jpg'}",125000000,755356711
1022796,Wish,en,False,False,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",Released,95,,175000000,254997360
12153,White Chicks,en,False,False,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",Released,109,,37000000,113100000
940721,ゴジラ-1.0,ja,False,False,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}]",Released,124,"{'id': 1474814, 'name': 'Godzilla (Reiwa) Collection', 'poster_path': '/2ZRx2rhkORPWaNPdDZoDdwmkNMd.jpg', 'backdrop_path': '/mTfkjYslpoCm6BC9RlIYgedNwcE.jpg'}",15000000,115857413
18,Le Cinquième Élément,fr,False,False,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",Released,126,,90000000,263920180
284053,Thor: Ragnarok,en,False,False,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",Released,131,"{'id': 131296, 'name': 'Thor Collection', 'poster_path': '/1fGblAmaE2wU6ts2A83eWBgkmHs.jpg', 'backdrop_path': '/3KL8UNKFWgIKXzLHjwY0uwgjzYl.jpg'}",180000000,855301806
710295,Wolf Man,en,False,False,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",Released,102,,25000000,34861127
974262,Descendants: The Rise of Red,en,False,False,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",Released,92,"{'id': 466463, 'name': 'Descendants Collection', 'poster_path': '/htZuHIuG9ybcw6xkrWz4khZRBu0.jpg', 'backdrop_path': '/bGhp9ANBOcsbnDcicSmtO8AelzG.jpg'}",0,0
351286,Jurassic World: Fallen Kingdom,en,False,False,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",Released,129,"{'id': 328, 'name': 'Jurassic Park Collection', 'poster_path': '/qIm2nHXLpBBdMxi8dvfrnDkBUDh.jpg', 'backdrop_path': '/njFixYzIxX8jsn6KMSEtAzi4avi.jpg'}",170000000,1310466296
1311031,劇場版「鬼滅の刃」無限城編,ja,False,False,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 53, 'name': 'Thriller'}]",Post Production,0,"{'id': 925155, 'name': 'Demon Slayer: Kimetsu no Yaiba Collection', 'poster_path': '/3exjjYTseefny9nYjSbkIblZZdK.jpg', 'backdrop_path': '/oHx043lHsysn8klll1nPvKMBHLf.jpg'}",0,0
62211,Monsters University,en,False,False,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",Released,104,"{'id': 137696, 'name': 'Monsters, Inc. Collection', 'poster_path': '/4Cp0L58Rg1bSJSsT6uw7OuU4nYc.jpg', 'backdrop_path': '/x4Mq7gDRhbqDjw4SkemLvd1yzF3.jpg'}",200000000,743600000
310307,The Founder,en,False,False,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",Released,115,,15000000,24121245
1282980,825 Forest Road,en,False,False,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",Released,101,,0,0
4348,Pride & Prejudice,en,False,False,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Released,127,,28000000,124604345
1000837,Ainda Estou Aqui,pt,False,False,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",Released,138,,1480000,35741532
530385,Midsommar,en,False,False,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",Released,147,,9000000,48015416
1461678,Mike Birbiglia: The Good Life,en,False,False,"[{'id': 35, 'name': 'Comedy'}]",Released,77,,0,0
493529,Dungeons & Dragons: Honor Among Thieves,en,False,False,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",Released,134,,151000000,208200000
333371,10 Cloverfield Lane,en,False,False,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",Released,104,,15000000,110216998
594,The Terminal,en,False,False,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",Released,128,,60000000,219417255
1445276,たまらないのは恋なのか,ja,False,False,"[{'id': 10749, 'name': 'Romance'}, {'id': 16, 'name': 'Animation'}]",Released,0,,0,0
76338,Thor: The Dark World,en,False,False,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",Released,112,"{'id': 131296, 'name': 'Thor Collection', 'poster_path': '/1fGblAmaE2wU6ts2A83eWBgkmHs.jpg', 'backdrop_path': '/3KL8UNKFWgIKXzLHjwY0uwgjzYl.jpg'}",170000000,644783140
1296500,Un lío de millones,es,False,False,"[{'id': 35, 'name': 'Comedy'}]",Released,0,,0,0
1291559,余命一年の僕が、余命半年の君と出会った話。,ja,False,False,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",Released,119,,0,0
152601,Her,en,False,False,"[{'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",Released,126,,23000000,47351251
438148,Minions: The Rise of Gru,en,False,False,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",Released,87,"{'id': 544669, 'name': 'Minions Collection', 'poster_path': '/9Ul4YrDQAKfkOf8TpV2RrjeLmaI.jpg', 'backdrop_path': '/62Qe28oi9PaK3P2ljDYUDTGAyST.jpg'}",85000000,940203765
87101,Terminator Genisys,en,False,False,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}]",Released,126,"{'id': 528, 'name': 'The Terminator Collection', 'poster_path': '/kpZxdNsAV7qTdTLwKM5NLqa7GEo.jpg', 'backdrop_path': '/jz9usvWv5DrQGtjauEU4KSzgb8M.jpg'}",155000000,440603537
1111873,Abigail,en,False,False,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",Released,109,,28000000,43015969
